"Map","ID","Username","Date","Time","Quote","Hero","Game","Player.Title","Spotted.by","Notes","Year","Month","Day","Hour","Minute","Map.Type"
"Workshop Chamber",814,"f2013j",2024-03-31,12:20:00,"N/A","Moira","Overwatch","N/A","Seb","Gun Game Custom Cybermari icon Endorsement 2 Mitzi and Friends namecard private profile",2024,"Mar","Sun",12,"20","Other"
"Workshop Chamber",966,"Jmaimai51",2024-07-04,04:04:00,"N/A","Junkrat","Overwatch","N/A","Seb","1 Dad 11 Kids Custom Cute D.Va icon Endorsement 2 Mitzi and Friends namecard private profile",2024,"Jul","Thu",4,"04","Other"
"Workshop Chamber",727,"JRobott",2024-02-15,06:37:00,"N/A","Lifeweaver","Overwatch","N/A","Seb","1 Dad 11 Kids Custom Hypersphere icon Endorsement 3 private profile",2024,"Feb","Thu",6,"37","Other"
"Workshop Chamber",947,"Leredjjx",2024-06-20,09:21:00,"N/A","Tracer","Overwatch","Overwatch Agent","Seb","1 Dad 11 Kids Custom Bewitching icon Endorsement 5 Llama Pajamas namecard private profile",2024,"Jun","Thu",9,"21","Other"
"Workshop Chamber",657,"BulletJM",2024-01-17,05:12:00,"N/A","Symmetra","Overwatch","N/A","Seb","1 Dad 11 Kids Custom",2024,"Jan","Wed",5,"12","Other"
"Workshop Chamber",867,"DJTega",2024-05-05,11:45:00,"N/A","Zarya","Overwatch","Jumpjet","Seb","Gun game no cd custom",2024,"May","Sun",11,"45","Other"
"Workshop Chamber",400,"Jmaru",2023-11-19,09:45:00,NA,"Winston","Overwatch","Nomad","Richard","Nomad, Custom game",2023,"Nov","Sun",9,"45","Other"
"Workshop Chamber",309,"XJEYLICIOUSX",2023-10-09,16:19:00,NA,"Hanzo","Overwatch","World Eater","Richard","Custom game",2023,"Oct","Mon",16,"19","Other"
"Workshop Chamber",826,"MazelJ",2024-04-09,11:12:00,"N/A","Pharah","Overwatch","Conqueror","Seb","1 Dad 11 Kids Custom Goddess icon Endorsement 5 Broken Planet namecard private profile",2024,"Apr","Tue",11,"12","Other"
"Workshop Chamber",825,"JaYmEx616",2024-04-09,11:10:00,"N/A","Kiriko","Overwatch","Bias Wrecker","Seb","1 Dad 11 Kids Custom Knot icon Endorsement 1 Gay Pride namecard private profile",2024,"Apr","Tue",11,"10","Other"
"Workshop Chamber",743,"Sjholy",2024-02-22,05:40:00,"N/A","Ashe","Overwatch","Slicer","Seb","Gun Game No CD Custom Lilith's Visage icon Endorsement 3 Null Sector namecard private profile",2024,"Feb","Thu",5,"40","Other"
"Workshop Chamber",995,"DJblendz",2024-07-21,17:18:00,"N/A","Hanzo","Overwatch","Easy Prey","Seb","Gun Game No CD Custom Chengdu Hunters icon Endorsement 4 Hanzo - Tier 2 namecard private profile",2024,"Jul","Sun",17,"18","Other"
"Workshop Chamber",125,"JDB",2023-03-24,17:57:00,NA,"Orisa, Moira","Overwatch","N/A","Seb","Sage player title, 2nd sighting 2024-08-01",2023,"Mar","Fri",17,"57","Other"
"Workshop Chamber",654,"CJO",2024-01-16,17:17:00,"N/A","Ramattra, Brigitte","Overwatch","N/A","Josiad","Custom ",2024,"Jan","Tue",17,"17","Other"
"Workshop Chamber",967,"JSpiderBR",2024-07-04,04:07:00,"N/A","Mercy","Overwatch","N/A","Seb","1 Dad 11 Kids Custom Seoul Dynasty icon Endorsement 1 Aztec namecard private profile",2024,"Jul","Thu",4,"07","Other"
"Workshop Chamber",959,"jswizzle51",2024-06-25,17:30:00,"N/A","Mercy","Overwatch","N/A","Seb","Mercy Boxing Custom Cute D.Va icon Endorsement 3 private profile",2024,"Jun","Tue",17,"30","Other"
NA,1,"meJay",NA,NA,"""i punched a child in the throat""","","Overwatch","N/A","N/A","",NA,NA,NA,NA,NA,NA
NA,2,"verdantJay",NA,NA,"""he was exploding my barrel, over and over again""","","Overwatch","N/A","N/A","Second evolution?",NA,NA,NA,NA,NA,NA
NA,126,"JRAO",2023-03-24,15:27:00,NA,"N/A","Overwatch","Scholar","Josiad","Scholar player title",2023,"Mar","Fri",15,"27",NA
NA,4,"PEEJ",2022-09-17,16:43:00,NA,"N/A","Overwatch","N/A","Mac","",2022,"Sep","Sat",16,"43",NA
NA,5,"JPEG",2022-09-18,18:42:00,NA,"Ana","Overwatch","N/A","Mac","",2022,"Sep","Sun",18,"42",NA
NA,6,"lovehollyj",2022-09-18,16:36:00,"""im actually a midget""","N/A","Overwatch","N/A","Richard","2nd 2023-12-27, 3rd 2024-08-31 New Queen St. 4th 09/11/2024 5th 09/12/2024",2022,"Sep","Sun",16,"36",NA
NA,7,"THEONLYJDAY",2022-09-19,13:43:00,NA,"Reinhardt","Overwatch","N/A","Richard","",2022,"Sep","Mon",13,"43",NA
NA,8,"DeeJay",2022-09-20,13:59:00,"""deejay>mejay"", ""ggs! better jay""","N/A","Overwatch","N/A","Richard","2nd sighting 2022-09-27. 3rd 2023-09-16, 4th 2023-11-26",2022,"Sep","Tue",13,"59",NA
NA,50,"JuicyJ",2022-11-01,19:34:00,""";)""","Widowmaker","Overwatch","N/A","Vixx","Vixx found",2022,"Nov","Tue",19,"34",NA
NA,11,"IKEAJ",2022-09-24,18:04:00,NA,"N/A","Overwatch","N/A","Richard","",2022,"Sep","Sat",18,"04",NA
NA,12,"JBERM",2022-09-26,17:22:00,"""jay berm""","Tracer","Overwatch","N/A","Richard","",2022,"Sep","Mon",17,"22",NA
NA,13,"DELIRIOUSJAY",2022-09-27,13:45:00,"""only whispers""","N/A","Overwatch","N/A","Richard","2nd 2023-12-13",2022,"Sep","Tue",13,"45",NA
NA,14,"ARJAY",2022-10-01,15:50:00,"""honored to be part of the roster""","N/A","Overwatch","N/A","Mac","",2022,"Oct","Sat",15,"50",NA
NA,15,"JREADY",2022-10-01,16:35:00,"""Jay Ready bb""","N/A","Overwatch","N/A","Richard","",2022,"Oct","Sat",16,"35",NA
NA,16,"JGarcia",2022-10-02,11:23:00,"""my special move is respawn on cd""","Genji","Overwatch","N/A","Richard","Confirmed it is ""Jay"" Garcia. 2nd 09Jun2023 Reinkart.",2022,"Oct","Sun",11,"23",NA
NA,17,"jrod2001",2022-10-02,11:35:00,"""worship the jrod""","N/A","Overwatch","N/A","Richard","Ana main, rolled him on Blizzard World.",2022,"Oct","Sun",11,"35",NA
NA,18,"Jboogie",2022-10-02,11:46:00,"""That's it, i'm bringing out my blickie""","Mercy","Overwatch","N/A","Richard","Pronounced ""Jay Boo ghee"". 2nd sighting 2022-11-08",2022,"Oct","Sun",11,"46",NA
NA,19,"Backocj",2022-10-02,12:09:00,"""bax ock j""","Ana","Overwatch","N/A","Richard","Did not take the J variant collection seriously.",2022,"Oct","Sun",12,"09",NA
NA,20,"JonJfrags",2022-10-02,13:50:00,"""my mom gay""","N/A","Overwatch","N/A","Richard","Two-in-one variant. J on J Frags.",2022,"Oct","Sun",13,"50",NA
NA,21,"JAYNINEJ9",2022-10-04,12:06:00,NA,"Sojourn","Overwatch","N/A","Mac","Found on Venn stream.",2022,"Oct","Tue",12,"06",NA
NA,22,"mj12pug",2022-10-05,14:27:00,"""em-jay-12-pug?"", ""no im the ""nice twek yallz"" jhomo""","Mercy","Overwatch","N/A","Richard","Mercy otp. 2nd sighting 18Dec2022. 3rd 2023-10-31",2022,"Oct","Wed",14,"27",NA
NA,23,"GrandmaKJ",2022-10-08,16:07:00,"""lucio i'm sorry i feld bad like half a second later""","N/A","Overwatch","N/A","Richard","Grandma Kay Jay 2nd Sighting 22Feb2023. Actual Grandma",2022,"Oct","Sat",16,"07",NA
NA,24,"Jglorious",2022-10-11,12:02:00,"""just like that""","N/A","Overwatch","N/A","Richard","Jay glorious",2022,"Oct","Tue",12,"02",NA
NA,25,"ajct19",2022-10-11,15:59:00,"""I made this name like 10 years ago lmao""","N/A","Overwatch","N/A","Richard","Pronounced ""Ay Jay See Tee 19"", 2nd 2024-07-10 Lucio Surf Custom",2022,"Oct","Tue",15,"59",NA
NA,26,"RAYJ",2022-10-12,05:53:00,NA,"Zenyatta","Overwatch","N/A","Mac","Won with an AFK player",2022,"Oct","Wed",5,"53",NA
NA,27,"JRV",2022-10-14,16:14:00,"""Yuh""","N/A","Overwatch","N/A","Richard","Rolled him on Eichen pretty bad",2022,"Oct","Fri",16,"14",NA
NA,28,"LEGENDARYJ4Y",2022-10-16,10:54:00,NA,"Reinhardt","Overwatch","N/A","Vixx","Vixx found",2022,"Oct","Sun",10,"54",NA
NA,29,"CHRISYJ",2022-10-17,13:03:00,NA,"Hanzo","Overwatch","N/A","Vixx","Vixx found",2022,"Oct","Mon",13,"03",NA
NA,30,"mjrobo",2022-10-19,15:41:00,"""some people think it's mr jobo""","Zenyatta","Overwatch","N/A","Richard","2nd sighting 2022-10-23, 3rd 2024-07-18",2022,"Oct","Wed",15,"41",NA
NA,31,"DJAY",2022-10-19,16:51:00,NA,"N/A","Overwatch","N/A","Richard","5th ammendment",2022,"Oct","Wed",16,"51",NA
NA,32,"JTPHILLY",2022-10-22,10:27:00,NA,"N/A","Overwatch","N/A","Richard","",2022,"Oct","Sat",10,"27",NA
NA,33,"JRT3",2022-10-23,18:09:00,NA,"Moira","Overwatch","N/A","Richard","",2022,"Oct","Sun",18,"09",NA
NA,34,"JayBro",2022-10-23,17:38:00,"""no bro""","N/A","Overwatch","N/A","Richard","whole server was invested in the jay lore",2022,"Oct","Sun",17,"38",NA
NA,35,"JRepair",2022-10-23,17:38:00,"""oh im a pokeman""","N/A","Overwatch","N/A","Richard","gm ana player (self proclaimed). Second spotting 2022-11-20, 3rd 2023-07-20",2022,"Oct","Sun",17,"38",NA
NA,36,"BLOUJAY",2022-10-24,15:07:00,NA,"Zenyatta","Overwatch","N/A","Richard","Played Zenyatta",2022,"Oct","Mon",15,"07",NA
NA,159,"Jcon",2023-05-05,NA,NA,"N/A","Overwatch","N/A","N/A",NA,2023,"May","Fri",NA,NA,NA
NA,38,"JF2",2022-10-29,12:31:00,NA,"Echo","Overwatch","N/A","Richard","won ranked w/ him on dorado -richard",2022,"Oct","Sat",12,"31",NA
NA,39,"JMANSKIE",2022-10-29,12:31:00,NA,"Ana","Overwatch","N/A","Richard","Said nothing because he is a coward 2nd sighting 2023-02-27 3rd sighting 31May2023 4th 11Sep2023",2022,"Oct","Sat",12,"31",NA
NA,40,"BLUEJAY",2022-10-30,09:22:00,"gg","N/A","Overwatch","N/A","Richard","comp",2022,"Oct","Sun",9,"22",NA
NA,41,"JJJAMER",2022-10-30,09:22:00,"gg","N/A","Overwatch","N/A","Richard","comp",2022,"Oct","Sun",9,"22",NA
NA,42,"JZX",2022-10-30,09:22:00,NA,"N/A","Overwatch","N/A","Richard","added me at the start of the game sussy",2022,"Oct","Sun",9,"22",NA
NA,43,"Jay",2022-10-30,10:51:00,"""im the original""","N/A","Overwatch","Netbreaker","Richard","busan",2022,"Oct","Sun",10,"51",NA
NA,44,"JDC1337",2022-10-30,10:51:00,"""tbag diff""","N/A","Overwatch","Nomad","Richard","busan",2022,"Oct","Sun",10,"51",NA
NA,45,"MOOJ",2022-10-30,17:10:00,"""oh fuck""","N/A","Overwatch","N/A","Marcello","kingsrow",2022,"Oct","Sun",17,"10",NA
NA,46,"JAYHOLiDAY",2022-10-31,16:46:00,"""no mic""","Tracer","Overwatch","N/A","Richard","awful tracer player",2022,"Oct","Mon",16,"46",NA
NA,47,"DOUBLEOJ",2022-10-31,17:30:00,NA,"N/A","Overwatch","N/A","Richard","No comment",2022,"Oct","Mon",17,"30",NA
NA,48,"RjFire",2022-11-01,17:17:00,"""thank you""","Moira","Overwatch","N/A","Richard","oasis",2022,"Nov","Tue",17,"17",NA
NA,49,"Jdub",2022-11-01,17:53:00,NA,"N/A","Overwatch","Neogun","Richard","Said nothing, coward, worst jay",2022,"Nov","Tue",17,"53",NA
NA,91,"JAYISNOTOK",2023-01-28,10:38:00,NA,"Kiriko","Overwatch","N/A","Vixx","",2023,"Jan","Sat",10,"38",NA
NA,51,"DRTYJ",2022-11-01,19:34:00,NA,"Moira","Overwatch","N/A","Vixx","Vixx found",2022,"Nov","Tue",19,"34",NA
NA,52,"JERPYJ",2022-11-04,09:59:00,NA,"Kiriko","Overwatch","N/A","Vixx","",2022,"Nov","Fri",9,"59",NA
NA,53,"JSFIT",2022-11-04,09:59:00,NA,"Junker Queen","Overwatch","N/A","Vixx","",2022,"Nov","Fri",9,"59",NA
NA,54,"Jsilly",2022-11-07,16:34:00,"""I'm about to go silly""","Junkrat","Overwatch","None","Richard","junk diff",2022,"Nov","Mon",16,"34",NA
NA,55,"JDM",2022-11-10,14:23:00,"""lol""","N/A","Overwatch","Neogun","Richard","2nd sighting 20Mar2023, 3rd 06Oct2023",2022,"Nov","Thu",14,"23",NA
NA,56,"jskathryn",2022-11-10,16:13:00,NA,"Junker Queen","Overwatch","None","Richard","",2022,"Nov","Thu",16,"13",NA
NA,57,"TORIJ",2022-11-11,11:53:00,NA,"N/A","Overwatch","None","Richard","",2022,"Nov","Fri",11,"53",NA
NA,180,"JAIJAX",2023-05-18,18:49:00,NA,"Reinhardt","Overwatch","N/A","Vixx","Rein icon ",2023,"May","Thu",18,"49",NA
NA,59,"JAYCO",2022-11-13,08:04:00,NA,"Soldier","Overwatch","N/A","Marcello","",2022,"Nov","Sun",8,"04",NA
NA,60,"JAYQUELYNN",2022-11-15,17:25:00,NA,"Moira","Overwatch","None","Richard","",2022,"Nov","Tue",17,"25",NA
NA,61,"jjboomstik",2022-11-19,18:56:00,"""Live your life and be nice""","Bastion","Overwatch","None","Richard","",2022,"Nov","Sat",18,"56",NA
NA,62,"|AJ|",2022-11-27,15:57:00,"""*64"" ""wot wat"" ""what am i missing here lmao did i just play against you? ""did your friend just wanna see what i said when you added me or"" ""i remember that how do you have that tho""","N/A","Overwatch","Technoknight","Richard","2nd sighting 2023-03-06, 3rd 2023-12-29, 4th 2024-04 Eichenwalde",2022,"Nov","Sun",15,"57",NA
NA,63,"DjDannyDowns",2022-12-04,08:42:00,NA,"N/A","Overwatch","Stalwart Hero","Richard","2nd sighting 2024-03-04 Busan, 3rd sighting 2024-03-26 Nepal",2022,"Dec","Sun",8,"42",NA
NA,64,"JFREEZE",2022-12-04,12:25:00,"""no""","N/A","Overwatch","Netbreaker","Marcello","t500",2022,"Dec","Sun",12,"25",NA
NA,65,"JAYZOOS",2022-12-05,16:56:00,NA,"N/A","Overwatch","None","Richard","",2022,"Dec","Mon",16,"56",NA
NA,66,"DIORJAY",2022-12-08,10:20:00,NA,"N/A","Overwatch","Technoknight","Josiad","",2022,"Dec","Thu",10,"20",NA
NA,67,"Jay",2022-12-09,07:56:00,"""i get confused with jay3 a lot""","N/A","Overwatch","Cyberdemon","Marcello","Could be Jay from oct2022",2022,"Dec","Fri",7,"56",NA
NA,68,"JBeezy",2022-12-10,16:59:00,NA,"Echo","Overwatch","None","Richard","",2022,"Dec","Sat",16,"59",NA
NA,69,"Jwdyanksfan",2022-12-11,09:14:00,"""Initials of my name (JWD) the Yankees (yanks) Im a fan of them (fan)","N/A","Overwatch","None","Richard","Respotted 2023-11-19 Numbani, 3rd 09/16/2024",2022,"Dec","Sun",9,"14",NA
NA,71,"marsaj",2022-12-12,18:41:00,"""mars aj""","Mercy","Overwatch","Netbreaker","Richard","",2022,"Dec","Mon",18,"41",NA
NA,72,"JML",2022-12-12,17:53:00,NA,"N/A","Overwatch","Technoknight","Richard","",2022,"Dec","Mon",17,"53",NA
NA,73,"DJC",2022-12-15,19:03:00,"""DEEEEEEEEJAAAAAAAAYYYYCOOOOOOOCK""","N/A","Overwatch","Streetrunner","Richard","Respotted 2023-11-20, Blizzard world",2022,"Dec","Thu",19,"03",NA
NA,74,"AKAJAYJAY1",2022-12-17,09:14:00,NA,"Tracer","Overwatch","Bytefixer","Marcello","Canadian, 2nd 2023-11-09",2022,"Dec","Sat",9,"14",NA
NA,329,"BootyBayJay",2023-10-20,09:58:00,"""855-427-9896 and find out"" ""bitches be fine with a little sass on them""","N/A","Overwatch","N/A","Sqweryl","2nd Lijang tower, kiriko. 3rd 24oct2023",2023,"Oct","Fri",9,"58",NA
NA,76,"SneakyJayMLP",2022-12-18,07:41:00,"""no, I'm the first jay""","Reinhardt","Overwatch","N/A","Richard","Claims to be the first jay",2022,"Dec","Sun",7,"41",NA
NA,77,"JayAEC",2022-12-18,08:54:00,"""Bro u good? Lmao""","Baptiste","Overwatch","Medic","Richard","",2022,"Dec","Sun",8,"54",NA
NA,78,"JV1PR",2022-12-18,09:14:00,"""viper""","N/A","Overwatch","None","Richard","2nd 2023-02-04 3rd 2023-04-05",2022,"Dec","Sun",9,"14",NA
NA,79,"TooJ",2022-12-18,10:52:00,NA,"Sojourn","Overwatch","None","Richard","Total mayhem",2022,"Dec","Sun",10,"52",NA
NA,80,"JAYBAARS",2022-12-18,14:43:00,NA,"Reinhardt","Overwatch","N/A","Richard","",2022,"Dec","Sun",14,"43",NA
NA,81,"AJDASTAR",2022-12-27,12:38:00,NA,"Rammatra","Overwatch","N/A","Vixx","",2022,"Dec","Tue",12,"38",NA
NA,82,"JJMR",2022-12-27,07:57:00,NA,"N/A","Overwatch","None","Richard","2nd sighting 25Jan2023",2022,"Dec","Tue",7,"57",NA
NA,83,"TEEJAYX6",2022-12-27,15:09:00,NA,"N/A","Overwatch","N/A","Vixx","",2022,"Dec","Tue",15,"09",NA
NA,84,"JSD",2022-12-31,16:01:00,NA,"Lucio","Overwatch","N/A","Richard","",2022,"Dec","Sat",16,"01",NA
NA,85,"JNASTY",2023-01-01,19:27:00,NA,"N/A","Overwatch","N/A","Vixx","",2023,"Jan","Sun",19,"27",NA
NA,86,"Jmoney",2023-01-02,07:06:00,"""the reason they call me jmoney is because im making a withdrawal on their life force.""","Kiriko","Overwatch","Streetrunner","Marcello","Respotted coloseo 19mar2023. 3rd 2023-04-18, 4th 2023-11-06, 5th 2024-01-19, 6th 2024-04-05",2023,"Jan","Mon",7,"06",NA
NA,87,"JS2",2023-01-02,11:40:00,NA,"Soldier","Overwatch","None","Josiad","Played soldier, sighting 2 2024-02-03, 3rd 20240919 dorado",2023,"Jan","Mon",11,"40",NA
NA,88,"JLISABUTT",2023-01-03,18:33:00,NA,"N/A","Overwatch","Cyberdemon","Richard","2nd 2023-08-30",2023,"Jan","Tue",18,"33",NA
NA,343,"jbake",2023-10-27,10:12:00,"""prepare to be stomped for the 5th game in a row and then rq""","N/A","Overwatch","N/A","Basileus",NA,2023,"Oct","Fri",10,"12",NA
NA,90,"ILOVEOJ",2023-01-24,18:20:00,NA,"Echo","Overwatch","N/A","Richard","2nd 2023-12-05, mercy icon",2023,"Jan","Tue",18,"20",NA
NA,171,"NinjaJay17",2023-05-14,17:06:00,NA,"Zenyatta","Overwatch","N/A","Vixx",NA,2023,"May","Sun",17,"06",NA
NA,213,"B4JJR",2023-06-13,17:06:00,NA,"N/A","Overwatch","N/A","Vixx","before jay jr?",2023,"Jun","Tue",17,"06",NA
NA,435,"JHILL",2023-11-24,12:37:00,"""hi""","N/A","Overwatch","Streetrunner","Seb","Streetrunner",2023,"Nov","Fri",12,"37",NA
NA,436,"OJZ",2023-11-24,12:37:00,"""eat my ass""","N/A","Overwatch","None","Seb","No nametag",2023,"Nov","Fri",12,"37",NA
NA,230,"JJAY",2023-07-05,14:51:00,"""hi""","N/A","Overwatch","Medic","Despair","Medic, 2nd 2023-07-22",2023,"Jul","Wed",14,"51",NA
NA,351,"JJMMCC",2023-10-30,09:54:00,NA,"Lifeweaver","Overwatch","Harbinger","Seb","Harbinger, Lifeweaver",2023,"Oct","Mon",9,"54",NA
NA,97,"CrazyEJay",2023-02-18,05:08:00,"""yeah sure here you go""/""YEAH""/""I remember you... u were ana""","N/A","Overwatch","Grandmaster Challenger","Josiad","2nd sighting 18-May-2023, genji we got rolled on pariso, 3rd 2024-03-05 Junkertown, 4th 2024-05-07 Circuit Royal",2023,"Feb","Sat",5,"08",NA
NA,485,"JCAST1",2023-12-09,06:12:00,"""192.168.1.5"" ""See you soon""","Reaper","Overwatch","N/A","Vixx","Reaper, 2nd 2024-01-03",2023,"Dec","Sat",6,"12",NA
NA,486,"XMJ",2023-12-09,06:12:00,NA,"Hanzo","Overwatch","Bytefixer","Vixx","Bytefixer, hanzo",2023,"Dec","Sat",6,"12",NA
NA,221,"JAYFO",2023-06-19,17:45:00,"""its pride month ofc they gave it to this f*""","N/A","Overwatch","N/A","Vixx",NA,2023,"Jun","Mon",17,"45",NA
NA,101,"JFonz",2023-03-02,17:23:00,NA,"N/A","Overwatch","Master Challenger","Richard","soldier main",2023,"Mar","Thu",17,"23",NA
NA,315,"POODMYPJS",2023-10-13,05:58:00,"""i had an accident""","Brigitte","Overwatch","Medic","Seb","Medic, brig, aldersburn",2023,"Oct","Fri",5,"58",NA
NA,224,"JEY",2023-06-20,17:22:00,NA,"Lifeweaver","Overwatch","All-Star","Vixx","Lifeweaver, All-Star; Possible 2nd 18sep2023 Conqueror",2023,"Jun","Tue",17,"22",NA
NA,226,"JTHEKING",2023-06-22,17:13:00,NA,"N/A","Overwatch","Stalwart Hero","Sqweryl","Stalwart Hero",2023,"Jun","Thu",17,"13",NA
NA,450,"JSNAP",2023-11-28,15:00:00,"""if you can dodge a wrench you can dodge my balls""","N/A","Overwatch","None","Seb","lvl 4 endorsement, private profile",2023,"Nov","Tue",15,"00",NA
NA,146,"TriplehenJ",2023-04-18,16:49:00,NA,"Brig","Overwatch","N/A","Richard","Circuit Royale",2023,"Apr","Tue",16,"49",NA
NA,147,"ToxicJ",2023-04-18,16:49:00,NA,"Sojourn","Overwatch","N/A","Richard","Circuit Royale",2023,"Apr","Tue",16,"49",NA
NA,187,"JayBee",2023-05-23,13:30:00,NA,"N/A","Overwatch","N/A","Vixx","Blizzard world, 2nd 2023-07-27",2023,"May","Tue",13,"30",NA
NA,411,"JDOZY",2023-11-21,08:24:00,"""turtle""","N/A","Overwatch","Rebel","Seb","Rebel, LGBTQ profile, endorsement 3, Private profile",2023,"Nov","Tue",8,"24",NA
NA,367,"LJW1307",2023-11-06,15:14:00,NA,"N/A","Overwatch","Peasant","Seb","Peasant, 2nd 2023-12-05; Temptation",2023,"Nov","Mon",15,"14",NA
NA,233,"JBEEZUS",2023-07-11,08:16:00,NA,"Roadhog","Overwatch","Medic","Vixx","Hog, Medic",2023,"Jul","Tue",8,"16",NA
NA,369,"JCRAIG8",2023-11-07,12:57:00,"“ramon you are ass like so dog cheeks""","N/A","Overwatch","Demigod","Seb","Demigod tag, LGBTQ namecard",2023,"Nov","Tue",12,"57",NA
NA,113,"Jayfurt",2023-03-13,15:54:00,"""nice""","Ana","Overwatch","N/A","Josiad","Ana player, 2nd Busan 2023-10-31, 3rd 2024-02-10, 4th 2024-07-11 Circuit Royal",2023,"Mar","Mon",15,"54",NA
NA,207,"SquishyJ",2023-06-08,12:05:00,NA,"N/A","Overwatch","Star Pilot","Sqweryl","Squid icon + Star pilot",2023,"Jun","Thu",12,"05",NA
NA,502,"NJ45X",2023-12-13,07:17:00,"""whats poppin jimbo""","N/A","Overwatch","Hero of the Light","Seb","Herd of the light, lvl 4 endorsement, private profile",2023,"Dec","Wed",7,"17",NA
NA,252,"JTFLANS",2023-08-22,17:17:00,NA,"N/A","Overwatch","Knight","Josiad","Winston pfp, Knight",2023,"Aug","Tue",17,"17",NA
NA,432,"MONSTERJJ15",2023-11-23,17:27:00,NA,"Widowmaker","Overwatch","N/A","Vixx",NA,2023,"Nov","Thu",17,"27",NA
NA,505,"JAYSTRAD",2023-12-13,08:39:00,NA,"Junkrat","Overwatch","N/A","Vixx","Junkrat ",2023,"Dec","Wed",8,"39",NA
NA,464,"J1114N",2023-12-03,12:28:00,"""call me polly pocket because barbie owns me""","Mercy","Overwatch","N/A","Seb","Mercy, no name tag",2023,"Dec","Sun",12,"28",NA
NA,465,"MNVJ",2023-12-05,09:08:00,NA,"N/A","Overwatch","Deceiver","Josiad","Deceiver, cat icon",2023,"Dec","Tue",9,"08",NA
NA,310,"JRINKY",2023-10-09,17:43:00,NA,"N/A","Overwatch","None","Richard","Pachimari icon, no player title, Lvl 15 silver 4 star, ana player",2023,"Oct","Mon",17,"43",NA
NA,244,"JROFF",2023-07-26,06:08:00,NA,"N/A","Overwatch","N/A","Vixx",NA,2023,"Jul","Wed",6,"08",NA
NA,245,"HentaiJay",2023-08-02,14:15:00,NA,"N/A","Overwatch","N/A","Richard",NA,2023,"Aug","Wed",14,"15",NA
NA,337,"JLee",2023-10-23,13:02:00,"""gg""","N/A","Overwatch","N/A","Richard",NA,2023,"Oct","Mon",13,"02",NA
NA,222,"NOTAJ",2023-06-20,18:16:00,NA,"Mercy","Overwatch","N/A","Vixx","Mercy player",2023,"Jun","Tue",18,"16",NA
NA,249,"RJGENTLEMAN",2023-08-19,15:51:00,NA,"Wrecking Ball","Overwatch","N/A","Vixx","Ball player",2023,"Aug","Sat",15,"51",NA
NA,313,"Jaeger",2023-10-12,14:09:00,"""trash ass pharah type little bitch""","N/A","Overwatch","N/A","Richard","toxic jay :(",2023,"Oct","Thu",14,"09",NA
NA,128,"GratefuleJ",2023-03-25,12:10:00,NA,"Kiriko","Overwatch","N/A","Richard","Kiriko player",2023,"Mar","Sat",12,"10",NA
NA,186,"JBROCKS4EVER",2023-05-23,13:30:00,NA,"Tracer","Overwatch","N/A","Vixx","Tracer player 2nd spotting 31May2023 Circuit Royale 3rd 20241120 OW Classic",2023,"May","Tue",13,"30",NA
NA,1130,"Jae",2024-09-14,15:36:00,"""naw""","Genji","Overwatch","Kaiju","Richard","Unique Jae Moon Insignia icon Endorsement 4 Ana - Tier 3 namecard",2024,"Sep","Sat",15,"36",NA
NA,211,"JOOORJAY",2023-06-12,14:39:00,NA,"Ana","Overwatch","N/A","Vixx","Ana player, 2nd 20240919",2023,"Jun","Mon",14,"39",NA
NA,433,"Jay",2023-11-23,17:58:00,"""hm?"" ""quote""","Orisa","Overwatch","Treasure Goblin","Seb","Treasure Goblin, Orisa, ""hm"" in response to jay questioning",2023,"Nov","Thu",17,"58",NA
NA,137,"JMAGE6581111",2023-04-05,13:41:00,NA,"Mercy","Overwatch","Medic","Richard","Mercy otp, 2nd sighting 2024-04-02 Esperanca, 3rd 2024-04-25 Blizzard World",2023,"Apr","Wed",13,"41",NA
NA,151,"ZURXJAY",2023-04-27,15:16:00,NA,"Genji","Overwatch","N/A","Vixx","Spotted by vixx",2023,"Apr","Thu",15,"16",NA
NA,188,"AYYJAYY",2023-05-24,18:10:00,NA,"Echo","Overwatch","N/A","Vixx","Echo player",2023,"May","Wed",18,"10",NA
NA,136,"JayMonkey",2023-04-05,12:42:00,NA,"N/A","Overwatch","N/A","Richard","Found in TDM",2023,"Apr","Wed",12,"42",NA
NA,266,"JSplash",2023-09-15,13:32:00,NA,"Ana","Overwatch","N/A","Vixx","Ana player",2023,"Sep","Fri",13,"32",NA
NA,460,"MorganeJXIII",2023-11-30,04:32:00,"""initials ok bye""","N/A","Overwatch","Treasure Goblin","Seb","Treasure goblin, kiriko, dva, sombra player",2023,"Nov","Thu",4,"32",NA
NA,352,"Jay",2023-10-30,09:54:00,NA,"Ana","Overwatch","Geneticist","Seb","Geneticist, Ana. Not really confirmed -- unique title.",2023,"Oct","Mon",9,"54",NA
NA,153,"BLASESEEJ",2023-04-29,09:11:00,NA,"N/A","Overwatch","None","Josiad","Spotted by vixx, default ow profile pic",2023,"Apr","Sat",9,"11",NA
NA,360,"Ceejay",2023-11-02,16:44:00,NA,"N/A","Overwatch","N/A","Seb","Deathmatch",2023,"Nov","Thu",16,"44",NA
NA,463,"Jaeri",2023-12-02,20:24:00,"""how i be in that p word #nocap""","Ana","Overwatch","Deceiver","Vixx","Deceiver, ana player",2023,"Dec","Sat",20,"24",NA
